epoch,sat,elevation_deg,azimuth_deg,c1w_m,c2w_m,code_l1_iono_m,phase_l1_iono_m,leveled_dual_l1_iono_m,klobuchar_l1_iono_m,diff_m
2025-01-01 01:55:00.000,G26,47.910001,211.679280,21190658.439,21190665.739,11.284,-5.183,11.008,10.540,0.468
2025-01-01 01:55:00.000,G28,60.142868,348.369065,20923746.450,20923748.370,2.968,5.940,3.810,9.064,-5.254
2025-01-01 01:55:00.000,G29,19.172468,98.532539,23927577.259,23927588.489,17.359,-0.091,15.914,19.438,-3.523
2025-01-01 01:55:00.000,G32,66.381732,80.527253,20724101.629,20724106.769,7.945,7.879,8.252,8.821,-0.569
2025-01-01 01:56:00.000,G10,28.951072,180.295667,22622732.774,22622743.624,16.771,14.581,15.163,15.065,0.098
2025-01-01 01:56:00.000,G16,16.328184,207.905270,23917416.327,23917426.987,16.477,0.031,15.280,19.142,-3.862
2025-01-01 01:56:00.000,G26,48.385206,211.933811,21160835.673,21160843.433,11.995,-5.237,10.955,10.491,0.464
2025-01-01 01:56:00.000,G28,60.065605,349.279408,20927274.102,20927277.102,4.637,5.981,3.852,9.093,-5.241
2025-01-01 01:56:00.000,G29,19.358730,98.090982,23909405.488,23909416.038,16.307,-0.181,15.824,19.385,-3.560
2025-01-01 01:56:00.000,G32,66.207956,81.703313,20728254.815,20728260.065,8.115,7.914,8.287,8.852,-0.565
2025-01-01 01:57:00.000,G10,28.478558,180.215151,22662373.811,22662385.211,17.621,14.827,15.408,15.243,0.165
2025-01-01 01:57:00.000,G16,16.747077,208.014952,23872692.014,23872701.484,14.638,-0.010,15.239,19.007,-3.768
2025-01-01 01:57:00.000,G26,48.860612,212.193559,21131332.103,21131338.963,10.604,-5.286,10.905,10.443,0.462
2025-01-01 01:57:00.000,G28,59.985579,350.185868,20930930.348,20930933.338,4.622,6.019,3.889,9.122,-5.233
2025-01-01 01:57:00.000,G29,19.542750,97.647627,23891477.294,23891487.494,15.766,-0.267,15.738,19.333,-3.594
2025-01-01 01:57:00.000,G32,66.027179,82.866038,20732694.092,20732699.542,8.424,7.953,8.326,8.883,-0.558
2025-01-01 01:58:00.000,G10,28.007469,180.134076,22702181.120,22702192.840,18.116,15.074,15.655,15.424,0.231
2025-01-01 01:58:00.000,G16,17.166818,208.127284,23828063.085,23828073.815,16.586,-0.068,15.180,18.873,-3.693
2025-01-01 01:58:00.000,G26,49.336193,212.458661,21102156.285,21102163.395,10.990,-5.336,10.856,10.396,0.460
2025-01-01 01:58:00.000,G28,59.902837,351.088386,20934721.563,20934724.863,5.101,6.059,3.929,9.151,-5.223
2025-01-01 01:58:00.000,G29,19.724476,97.202478,23873805.356,23873815.156,15.148,-0.373,15.633,19.282,-3.649
2025-01-01 01:58:00.000,G32,65.839512,84.015115,20737428.576,20737433.776,8.038,7.997,8.370,8.915,-0.546
2025-01-01 01:59:00.000,G10,27.537818,180.052414,22742144.180,22742155.260,17.127,15.305,15.887,15.607,0.279
2025-01-01 01:59:00.000,G16,17.587397,208.242283,23783531.016,23783541.526,16.246,-0.163,15.085,18.740,-3.655
2025-01-01 01:59:00.000,G26,49.811921,212.729259,21073304.872,21073311.562,10.341,-5.380,10.811,10.350,0.461
2025-01-01 01:59:00.000,G28,59.817427,351.986909,20938640.423,20938642.323,2.937,6.089,3.959,9.181,-5.222
2025-01-01 01:59:00.000,G29,19.903854,96.755539,23856387.532,23856397.072,14.746,-0.462,15.544,19.232,-3.688
2025-01-01 01:59:00.000,G32,65.645071,85.150266,20742453.143,20742458.113,7.682,8.038,8.411,8.948,-0.537
2025-01-01 02:00:00.000,G10,27.069614,179.970134,22782252.357,22782263.877,17.807,15.551,16.132,15.792,0.340
2025-01-01 02:00:00.000,G16,18.008804,208.359964,23739093.029,23739103.939,16.864,-0.266,14.982,18.608,-3.626
2025-01-01 02:00:00.000,G26,50.287767,213.005502,21044777.219,21044783.579,9.831,-5.425,10.766,10.305,0.461
2025-01-01 02:00:00.000,G28,59.729397,352.881388,20942679.853,20942682.813,4.575,6.119,3.989,9.211,-5.222
2025-01-01 02:00:00.000,G29,20.080829,96.306818,23839223.462,23839232.442,13.881,-0.563,15.442,19.184,-3.742
2025-01-01 02:00:00.000,G32,65.443974,86.271248,20747765.653,20747770.653,7.729,8.082,8.455,8.981,-0.525
2025-01-01 02:01:00.000,G10,26.602867,179.887209,22822508.018,22822519.018,17.003,15.808,16.389,15.980,0.410
2025-01-01 02:01:00.000,G16,18.431030,208.480344,23694760.918,23694770.508,14.824,-0.411,14.837,18.476,-3.639
2025-01-01 02:01:00.000,G26,50.763701,213.287548,21016579.944,21016587.034,10.959,-5.459,10.733,10.262,0.471
2025-01-01 02:01:00.000,G28,59.638795,353.771778,20946847.078,20946849.608,3.911,6.152,4.022,9.241,-5.219
2025-01-01 02:01:00.000,G29,20.255348,95.856321,23822322.044,23822332.444,16.076,-0.647,15.359,19.137,-3.778
2025-01-01 02:01:00.000,G32,65.236343,87.377852,20753373.329,20753378.089,7.358,8.130,8.503,9.014,-0.512
2025-01-01 02:02:00.000,G10,26.137588,179.803609,22862901.316,22862912.316,17.003,16.046,16.627,16.169,0.458
2025-01-01 02:02:00.000,G16,18.854066,208.603441,23650532.981,23650542.171,14.205,-0.576,14.672,18.346,-3.673
2025-01-01 02:02:00.000,G26,51.239694,213.575559,20988712.615,20988719.465,10.588,-5.499,10.693,10.219,0.473
2025-01-01 02:02:00.000,G28,59.545666,354.658037,20951134.496,20951136.786,3.540,6.193,4.063,9.271,-5.208
2025-01-01 02:02:00.000,G29,20.427357,95.404059,23805685.054,23805695.254,15.766,-0.726,15.280,19.091,-3.811
2025-01-01 02:02:00.000,G32,65.022301,88.469901,20759272.729,20759278.009,8.161,8.179,8.552,9.049,-0.496
2025-01-01 02:03:00.000,G10,25.673785,179.719308,22903440.469,22903450.709,15.828,16.295,16.876,16.360,0.516
2025-01-01 02:03:00.000,G16,19.277901,208.729273,23606425.085,23606435.445,16.014,-0.771,14.477,18.216,-3.739
2025-01-01 02:03:00.000,G26,51.715713,213.869708,20961189.628,20961196.608,10.789,-5.532,10.660,10.177,0.482
2025-01-01 02:03:00.000,G28,59.450059,355.540131,20955554.553,20955557.373,4.359,6.231,4.101,9.302,-5.201
2025-01-01 02:03:00.000,G29,20.596802,94.950040,23789326.606,23789336.656,15.535,-0.781,15.225,19.047,-3.822
2025-01-01 02:03:00.000,G32,64.801971,89.547251,20765478.836,20765483.816,7.698,8.226,8.599,9.083,-0.484
2025-01-01 02:04:00.000,G10,25.211469,179.634279,22944108.101,22944119.091,16.988,16.538,17.119,16.554,0.565
2025-01-01 02:04:00.000,G16,19.702527,208.857859,23562430.822,23562439.122,12.830,-0.970,14.279,18.086,-3.808
2025-01-01 02:04:00.000,G26,52.191727,214.170174,20934001.146,20934008.936,12.041,-5.576,10.615,10.137,0.478
2025-01-01 02:04:00.000,G28,59.352018,356.418027,20960094.399,20960096.649,3.478,6.265,4.136,9.333,-5.197
2025-01-01 02:04:00.000,G29,20.763630,94.494278,23773238.561,23773248.831,15.875,-0.815,15.191,19.003,-3.812
2025-01-01 02:04:00.000,G32,64.575479,90.609788,20771980.024,20771986.004,9.243,8.273,8.646,9.119,-0.472
2025-01-01 02:05:00.000,G10,24.750649,179.548496,22984899.963,22984911.103,17.219,16.788,17.369,16.750,0.619
2025-01-01 02:05:00.000,G16,20.127931,208.989217,23518551.931,23518561.291,14.468,-1.160,14.089,17.958,-3.869
2025-01-01 02:05:00.000,G26,52.667701,214.477147,20907152.138,20907159.028,10.650,-5.613,10.578,10.097,0.481
2025-01-01 02:05:00.000,G28,59.251591,357.291697,20964752.524,20964755.024,3.864,6.296,4.166,9.364,-5.198
2025-01-01 02:05:00.000,G29,20.927788,94.036786,23757426.776,23757436.746,15.411,-0.846,15.159,18.961,-3.802
2025-01-01 02:05:00.000,G32,64.342952,91.657426,20778779.667,20778785.177,8.517,8.320,8.693,9.155,-0.461
2025-01-01 02:06:00.000,G10,24.291334,179.461932,23025811.388,23025823.188,18.240,17.041,17.622,16.947,0.675
2025-01-01 02:06:00.000,G16,20.554105,209.123369,23474795.437,23474804.107,13.401,-1.361,13.888,17.830,-3.942
2025-01-01 02:06:00.000,G26,53.143602,214.790825,20880641.943,20880648.903,10.758,-5.648,10.544,10.059,0.485
2025-01-01 02:06:00.000,G28,59.148822,358.161118,20969527.884,20969530.284,3.710,6.324,4.194,9.395,-5.201
2025-01-01 02:06:00.000,G29,21.089221,93.577580,23741893.487,23741904.327,16.756,-0.881,15.124,18.921,-3.796
2025-01-01 02:06:00.000,G32,64.104517,92.690107,20785877.504,20785883.104,8.656,8.363,8.736,9.191,-0.455
2025-01-01 02:07:00.000,G10,23.833534,179.374563,23066841.141,23066853.161,18.580,17.317,17.899,17.147,0.751
2025-01-01 02:07:00.000,G16,20.981038,209.260335,23431166.566,23431173.946,11.407,-1.540,13.708,17.704,-3.995
2025-01-01 02:07:00.000,G26,53.619394,215.111415,20854478.757,20854485.207,9.970,-5.680,10.511,10.022,0.489
2025-01-01 02:07:00.000,G28,59.043757,359.026269,20974424.383,20974426.483,3.246,6.356,4.226,9.427,-5.201
2025-01-01 02:07:00.000,G29,21.247877,93.116675,23726648.155,23726657.305,14.143,-0.922,15.084,18.881,-3.798
2025-01-01 02:07:00.000,G32,63.860302,93.707799,20793280.067,20793285.497,8.393,8.406,8.779,9.228,-0.449
2025-01-01 02:08:00.000,G10,23.377258,179.286364,23107983.779,23107996.479,19.631,17.565,18.147,17.349,0.798
2025-01-01 02:08:00.000,G16,21.408719,209.400137,23387668.768,23387676.468,11.902,-1.717,13.531,17.578,-4.046
2025-01-01 02:08:00.000,G26,54.095040,215.439138,20828662.416,20828668.676,9.676,-5.715,10.477,9.985,0.491
2025-01-01 02:08:00.000,G28,58.936440,359.887134,20979439.171,20979441.051,2.906,6.401,4.272,9.459,-5.187
2025-01-01 02:08:00.000,G29,21.403702,92.654091,23711692.144,23711701.404,14.313,-0.945,15.061,18.843,-3.782
2025-01-01 02:08:00.000,G32,63.610433,94.710495,20800986.376,20800991.746,8.301,8.445,8.818,9.266,-0.449
2025-01-01 02:09:00.000,G10,22.922515,179.197310,23149233.256,23149244.686,17.668,17.814,18.395,17.553,0.842
2025-01-01 02:09:00.000,G16,21.837136,209.542797,23344304.435,23344312.545,12.536,-1.863,13.386,17.452,-4.067
2025-01-01 02:09:00.000,G26,54.570503,215.774222,20803194.490,20803200.920,9.939,-5.750,10.441,9.950,0.491
2025-01-01 02:09:00.000,G28,58.826914,0.743700,20984568.907,20984571.877,4.591,6.449,4.319,9.491,-5.172
2025-01-01 02:09:00.000,G29,21.556644,92.189848,23697027.305,23697037.035,15.040,-1.001,15.004,18.806,-3.802
2025-01-01 02:09:00.000,G32,63.355038,95.698209,20808996.786,20809002.146,8.285,8.474,8.847,9.305,-0.458
2025-01-01 02:10:00.000,G10,22.469314,179.107379,23190583.575,23190595.465,18.379,18.067,18.649,17.759,0.889
2025-01-01 02:10:00.000,G16,22.266280,209.688339,23301076.526,23301085.736,14.236,-2.036,13.213,17.328,-4.116
2025-01-01 02:10:00.000,G26,55.045742,216.116910,20778075.715,20778082.525,10.526,-5.780,10.411,9.916,0.495
2025-01-01 02:10:00.000,G28,58.715224,1.595957,20989814.113,20989816.923,4.343,6.489,4.359,9.523,-5.164
2025-01-01 02:10:00.000,G29,21.706651,91.723967,23682657.231,23682667.261,15.504,-1.081,14.924,18.771,-3.846
2025-01-01 02:10:00.000,G32,63.094244,96.670978,20817311.965,20817317.525,8.594,8.502,8.875,9.344,-0.469
2025-01-01 02:11:00.000,G10,22.017663,179.016546,23232028.925,23232040.925,18.549,18.339,18.920,17.967,0.953
2025-01-01 02:11:00.000,G16,22.696139,209.836787,23257989.059,23257997.839,13.571,-2.216,13.033,17.205,-4.172
2025-01-01 02:11:00.000,G26,55.520717,216.467456,20753307.894,20753314.824,10.712,-5.818,10.373,9.883,0.491
2025-01-01 02:11:00.000,G28,58.601412,2.443899,20995171.769,20995174.529,4.266,6.527,4.397,9.556,-5.159
2025-01-01 02:11:00.000,G29,21.853670,91.256472,23668584.033,23668594.123,15.596,-1.173,14.832,18.737,-3.904
2025-01-01 02:11:00.000,G32,62.828176,97.628858,20825932.286,20825937.556,8.146,8.532,8.905,9.384,-0.479
2025-01-01 02:12:00.000,G03,19.524712,315.334959,23378221.505,23378229.165,11.840,-0.473,13.838,17.164,-3.325
2025-01-01 02:12:00.000,G10,21.567572,178.924788,23273569.588,23273582.468,19.909,18.616,19.198,18.177,1.020
2025-01-01 02:12:00.000,G16,23.126700,209.988165,23215050.385,23215058.585,12.675,-2.393,12.856,17.083,-4.227
2025-01-01 02:12:00.000,G26,55.995387,216.826127,20728898.201,20728904.501,9.738,-5.857,10.334,9.850,0.484
2025-01-01 02:12:00.000,G28,58.485519,3.287523,21000645.584,21000648.554,4.591,6.569,4.439,9.589,-5.150
2025-01-01 02:12:00.000,G29,21.997648,90.787387,23654816.280,23654826.550,15.875,-1.300,14.705,18.704,-3.998
2025-01-01 02:12:00.000,G32,62.556960,98.571924,20834863.722,20834868.952,8.084,8.563,8.936,9.425,-0.489
2025-01-01 02:13:00.000,G03,19.808020,315.014845,23351962.677,23351972.517,15.210,-0.498,13.813,17.119,-3.306
2025-01-01 02:13:00.000,G10,21.119048,178.832085,23315197.757,23315211.487,21.223,18.896,19.477,18.390,1.088
2025-01-01 02:13:00.000,G16,23.557953,210.142499,23172260.258,23172268.968,13.463,-2.562,12.686,16.961,-4.275
2025-01-01 02:13:00.000,G26,56.469706,217.193205,20704843.974,20704850.924,10.743,-5.896,10.295,9.819,0.476
2025-01-01 02:13:00.000,G28,58.367589,4.126828,21006231.725,21006234.495,4.282,6.602,4.472,9.622,-5.150
2025-01-01 02:13:00.000,G29,22.138536,90.316741,23641354.898,23641365.038,15.674,-1.375,14.631,18.672,-4.041
2025-01-01 02:13:00.000,G32,62.280719,99.500267,20844103.693,20844109.473,8.934,8.595,8.968,9.466,-0.498
2025-01-01 02:14:00.000,G03,20.088622,314.690133,23326049.298,23326056.058,10.449,-0.458,13.853,17.074,-3.221
2025-01-01 02:14:00.000,G10,20.672101,178.738412,23356904.298,23356917.728,20.759,19.182,19.763,18.604,1.159
2025-01-01 02:14:00.000,G16,23.989885,210.299817,23129617.849,23129626.889,13.973,-2.739,12.510,16.841,-4.331
2025-01-01 02:14:00.000,G26,56.943630,217.568987,20681143.698,20681150.778,10.944,-5.936,10.256,9.789,0.467
2025-01-01 02:14:00.000,G28,58.247661,4.961817,21011925.133,21011927.293,3.339,6.637,4.507,9.655,-5.148
2025-01-01 02:14:00.000,G29,22.276281,89.844560,23628198.381,23628208.081,14.994,-1.463,14.542,18.642,-4.100
2025-01-01 02:14:00.000,G32,61.999575,100.413993,20853649.238,20853654.598,8.285,8.631,9.004,9.508,-0.504
2025-01-01 02:15:00.000,G03,20.366463,314.360819,23300485.026,23300493.126,12.520,-0.432,13.880,17.030,-3.151
2025-01-01 02:15:00.000,G10,20.226740,178.643748,23398690.028,23398703.828,21.331,19.470,20.051,18.820,1.231
2025-01-01 02:15:00.000,G16,24.422484,210.460145,23087135.370,23087142.710,11.346,-2.920,12.329,16.721,-4.392
2025-01-01 02:15:00.000,G26,57.417111,217.953785,20657806.211,20657813.121,10.681,-5.978,10.213,9.760,0.453
2025-01-01 02:15:00.000,G28,58.125775,5.792495,21017730.307,21017732.637,3.602,6.679,4.550,9.689,-5.139
2025-01-01 02:15:00.000,G29,22.410833,89.370876,23615356.634,23615365.834,14.221,-1.534,14.471,18.613,-4.142
2025-01-01 02:15:00.000,G32,61.713651,101.313223,20863507.358,20863512.868,8.517,8.668,9.041,9.551,-0.510
2025-01-01 02:16:00.000,G03,20.641487,314.026903,23275277.270,23275287.680,16.091,-0.423,13.888,16.987,-3.098
2025-01-01 02:16:00.000,G10,19.782971,178.548073,23440549.988,23440564.378,22.243,19.780,20.361,19.038,1.323
2025-01-01 02:16:00.000,G16,24.855737,210.623512,23044812.694,23044820.574,12.180,-3.088,12.160,16.602,-4.442
2025-01-01 02:16:00.000,G26,57.890101,218.347930,20634831.036,20634837.866,10.557,-6.011,10.180,9.732,0.448
2025-01-01 02:16:00.000,G28,58.001972,6.618870,21023646.206,21023648.776,3.973,6.727,4.597,9.723,-5.126
2025-01-01 02:16:00.000,G29,22.542141,88.895721,23602831.356,23602840.686,14.422,-1.617,14.389,18.586,-4.197
2025-01-01 02:16:00.000,G32,61.423066,102.198090,20873678.738,20873684.238,8.502,8.704,9.077,9.595,-0.518
2025-01-01 02:17:00.000,G03,20.913639,313.688381,23250428.719,23250437.489,13.556,-0.384,13.927,16.944,-3.017
2025-01-01 02:17:00.000,G10,19.340804,178.451364,23482478.107,23482492.547,22.320,20.064,20.645,19.258,1.387
2025-01-01 02:17:00.000,G16,25.289632,210.789948,23002655.575,23002663.215,11.809,-3.247,12.002,16.485,-4.483
2025-01-01 02:17:00.000,G26,58.362548,218.751769,20612220.330,20612226.910,10.171,-6.043,10.148,9.705,0.443
2025-01-01 02:17:00.000,G28,57.876289,7.440952,21029671.070,21029673.570,3.864,6.764,4.634,9.757,-5.123
2025-01-01 02:17:00.000,G29,22.670156,88.419129,23590626.861,23590635.451,13.278,-1.677,14.329,18.560,-4.231
2025-01-01 02:17:00.000,G32,61.127937,103.068738,20884162.457,20884168.297,9.027,8.735,9.108,9.640,-0.531
2025-01-01 02:18:00.000,G03,21.182862,313.345256,23225938.729,23225949.179,16.153,-0.357,13.954,16.901,-2.947
2025-01-01 02:18:00.000,G10,18.900248,178.353602,23524469.950,23524485.040,23.325,20.355,20.936,19.480,1.456
2025-01-01 02:18:00.000,G16,25.724156,210.959482,22960664.945,22960674.045,14.066,-3.417,11.832,16.368,-4.536
2025-01-01 02:18:00.000,G26,58.834400,219.165669,20589974.722,20589981.192,10.001,-6.069,10.122,9.679,0.444
2025-01-01 02:18:00.000,G28,57.748765,8.258754,21035804.386,21035806.916,3.911,6.801,4.671,9.791,-5.120
2025-01-01 02:18:00.000,G29,22.794829,87.941135,23578743.734,23578753.404,14.947,-1.779,14.227,18.535,-4.308
2025-01-01 02:18:00.000,G32,60.828380,103.925323,20894960.528,20894966.088,8.594,8.766,9.139,9.685,-0.546
2025-01-01 02:19:00.000,G03,21.449099,312.997530,23201810.857,23201820.247,14.514,-0.356,13.955,16.859,-2.904
2025-01-01 02:19:00.000,G10,18.461309,178.254766,23566519.324,23566534.694,23.758,20.641,21.223,19.704,1.519
2025-01-01 02:19:00.000,G16,26.159296,211.132148,22918846.118,22918853.638,11.624,-3.562,11.687,16.252,-4.566
2025-01-01 02:19:00.000,G26,59.305600,219.590019,20568093.852,20568100.162,9.754,-6.080,10.111,9.654,0.458
2025-01-01 02:19:00.000,G28,57.619438,9.072290,21042042.089,21042044.829,4.235,6.832,4.702,9.826,-5.124
2025-01-01 02:19:00.000,G29,22.916111,87.461776,23567184.698,23567194.308,14.854,-1.882,14.124,18.512,-4.388
2025-01-01 02:19:00.000,G32,60.524512,104.768008,20906070.823,20906076.133,8.208,8.793,9.166,9.731,-0.565
2025-01-01 02:20:00.000,G03,21.712294,312.645206,23178051.033,23178059.803,13.556,-0.363,13.948,16.817,-2.869
2025-01-01 02:20:00.000,G10,18.023997,178.154836,23608622.907,23608638.327,23.835,20.933,21.514,19.930,1.585
2025-01-01 02:20:00.000,G16,26.595037,211.307977,22877201.574,22877209.854,12.799,-3.721,11.528,16.138,-4.610
2025-01-01 02:20:00.000,G26,59.776091,220.025227,20546582.212,20546587.902,8.795,-6.088,10.104,9.629,0.474
2025-01-01 02:20:00.000,G28,57.488343,9.881577,21048387.441,21048389.781,3.617,6.854,4.725,9.861,-5.136
2025-01-01 02:20:00.000,G29,23.033954,86.981092,23555955.388,23555964.358,13.865,-1.984,14.022,18.490,-4.468
2025-01-01 02:20:00.000,G32,60.216442,105.596964,20917496.705,20917502.095,8.331,8.817,9.190,9.778,-0.588
2025-01-01 02:21:00.000,G03,21.972391,312.288290,23154660.629,23154669.219,13.278,-0.355,13.956,16.776,-2.820
2025-01-01 02:21:00.000,G10,17.588319,178.053791,23650777.010,23650791.790,22.846,21.199,21.781,20.158,1.623
2025-01-01 02:21:00.000,G16,27.031366,211.487002,22835737.952,22835745.412,11.531,-3.890,11.359,16.024,-4.665
2025-01-01 02:21:00.000,G26,60.245812,220.471727,20525441.655,20525447.395,8.872,-6.094,10.098,9.606,0.491
2025-01-01 02:21:00.000,G28,57.355518,10.686633,21054838.624,21054841.644,4.668,6.887,4.757,9.896,-5.139
2025-01-01 02:21:00.000,G29,23.148311,86.499123,23545059.369,23545068.309,13.819,-2.058,13.948,18.469,-4.521
2025-01-01 02:21:00.000,G32,59.904283,106.412371,20929239.647,20929245.657,9.290,8.846,9.219,9.826,-0.607
2025-01-01 02:22:00.000,G03,22.229332,311.926790,23131647.399,23131656.119,13.479,-0.368,13.943,16.736,-2.793
2025-01-01 02:22:00.000,G10,17.154284,177.951613,23692981.599,23692995.399,21.331,21.474,22.056,20.387,1.668
2025-01-01 02:22:00.000,G16,27.468269,211.669259,22794462.257,22794470.077,12.088,-4.049,11.199,15.911,-4.712
2025-01-01 02:22:00.000,G26,60.714700,220.929977,20504677.293,20504683.493,9.584,-6.097,10.094,9.584,0.510
2025-01-01 02:22:00.000,G28,57.220996,11.487479,21061400.489,21061403.079,4.003,6.908,4.778,9.932,-5.153
2025-01-01 02:22:00.000,G29,23.259134,86.015913,23534503.377,23534511.767,12.969,-2.129,13.877,18.450,-4.573
2025-01-01 02:22:00.000,G32,59.588143,107.214412,20941304.680,20941310.260,8.625,8.871,9.244,9.875,-0.631
2025-01-01 02:23:00.000,G03,22.483062,311.560715,23109005.716,23109015.076,14.468,-0.408,13.903,16.696,-2.793
2025-01-01 02:23:00.000,G10,16.721898,177.848283,23735221.443,23735236.263,22.908,21.766,22.347,20.618,1.728
2025-01-01 02:23:00.000,G16,27.905731,211.854784,22753369.858,22753376.908,10.897,-4.215,11.033,15.800,-4.767
2025-01-01 02:23:00.000,G26,61.182690,221.400460,20484283.245,20484289.575,9.784,-6.104,10.088,9.563,0.525
2025-01-01 02:23:00.000,G28,57.084813,12.284138,21068063.105,21068066.155,4.714,6.922,4.792,9.967,-5.175
2025-01-01 02:23:00.000,G29,23.366379,85.531506,23524282.183,23524290.553,12.938,-2.216,13.790,18.433,-4.643
2025-01-01 02:23:00.000,G32,59.268129,108.003278,20953683.822,20953689.572,8.888,8.903,9.276,9.925,-0.649
2025-01-01 02:24:00.000,G03,22.733522,311.190075,23086744.154,23086752.424,12.783,-0.426,13.885,16.657,-2.773
2025-01-01 02:24:00.000,G10,16.291172,177.743780,23777496.771,23777511.201,22.305,22.034,22.615,20.852,1.763
2025-01-01 02:24:00.000,G16,28.343738,212.043614,22712466.380,22712473.970,11.732,-4.364,10.884,15.689,-4.805
2025-01-01 02:24:00.000,G26,61.649711,221.883691,20464263.105,20464270.095,10.805,-6.112,10.080,9.543,0.537
2025-01-01 02:24:00.000,G28,56.947001,13.076631,21074829.216,21074832.216,4.637,6.944,4.814,10.003,-5.190
2025-01-01 02:24:00.000,G29,23.469999,85.045948,23514401.221,23514410.061,13.664,-2.310,13.696,18.416,-4.720
2025-01-01 02:24:00.000,G32,58.944343,108.779161,20966381.113,20966386.763,8.733,8.938,9.311,9.976,-0.664
2025-01-01 02:25:00.000,G03,22.980656,310.814884,23064859.817,23064869.287,14.638,-0.440,13.871,16.619,-2.748
2025-01-01 02:25:00.000,G10,15.862111,177.638087,23819801.626,23819817.796,24.994,22.310,22.892,21.087,1.805
2025-01-01 02:25:00.000,G16,28.782274,212.235786,22671756.868,22671764.238,11.392,-4.510,10.738,15.580,-4.842
2025-01-01 02:25:00.000,G26,62.115692,222.380212,20444616.247,20444622.797,10.125,-6.135,10.056,9.523,0.533
2025-01-01 02:25:00.000,G28,56.807594,13.864986,21081696.169,21081699.689,5.441,6.962,4.833,10.040,-5.207
2025-01-01 02:25:00.000,G29,23.569951,84.559287,23504862.462,23504871.952,14.669,-2.423,13.583,18.402,-4.819
2025-01-01 02:25:00.000,G32,58.616891,109.542259,20979395.272,20979400.592,8.223,8.971,9.344,10.027,-0.683
2025-01-01 02:26:00.000,G03,23.224407,310.435157,23043363.632,23043372.642,13.927,-0.470,13.841,16.582,-2.741
2025-01-01 02:26:00.000,G10,15.434725,177.531186,23862137.500,23862152.190,22.707,22.609,23.191,21.323,1.867
2025-01-01 02:26:00.000,G16,29.221324,212.431342,22631247.494,22631254.124,10.248,-4.644,10.605,15.472,-4.867
2025-01-01 02:26:00.000,G26,62.580556,222.890598,20425350.008,20425356.628,10.233,-6.159,10.032,9.505,0.528
2025-01-01 02:26:00.000,G28,56.666624,14.649227,21088668.335,21088672.185,5.951,6.989,4.859,10.076,-5.217
2025-01-01 02:26:00.000,G29,23.666190,84.071573,23495674.341,23495683.581,14.283,-2.533,13.472,18.388,-4.916
2025-01-01 02:26:00.000,G32,58.285870,110.292771,20992731.530,20992737.180,8.733,9.007,9.380,10.080,-0.700
2025-01-01 02:27:00.000,G03,23.464719,310.050910,23022255.946,23022264.686,13.510,-0.501,13.810,16.545,-2.735
2025-01-01 02:27:00.000,G10,15.009020,177.423057,23904494.522,23904509.132,22.583,22.925,23.506,21.562,1.944
2025-01-01 02:27:00.000,G16,29.660873,212.630321,22590940.253,22590946.613,9.831,-4.770,10.478,15.364,-4.886
2025-01-01 02:27:00.000,G26,63.044222,223.415460,20406462.408,20406468.988,10.171,-6.193,9.998,9.487,0.511
2025-01-01 02:27:00.000,G28,56.524122,15.429384,21095743.976,21095746.766,4.313,7.022,4.892,10.113,-5.221
2025-01-01 02:27:00.000,G29,23.758675,83.582857,23486836.795,23486845.555,13.541,-2.643,13.363,18.377,-5.014
2025-01-01 02:27:00.000,G32,57.951380,111.030899,21006388.658,21006394.098,8.409,9.044,9.417,10.134,-0.716
2025-01-01 02:28:00.000,G03,23.701534,309.662163,23001536.081,23001544.341,12.768,-0.517,13.794,16.510,-2.716
2025-01-01 02:28:00.000,G16,30.100904,212.832766,22550837.766,22550844.776,10.836,-4.894,10.354,15.258,-4.904
2025-01-01 02:28:00.000,G26,63.506606,223.955445,20387953.903,20387960.493,10.186,-6.220,9.971,9.471,0.500
2025-01-01 02:28:00.000,G28,56.380119,16.205484,21102919.490,21102922.640,4.869,7.047,4.917,10.150,-5.233
2025-01-01 02:28:00.000,G29,23.847363,83.093193,23478351.241,23478360.101,13.695,-2.749,13.257,18.366,-5.110
2025-01-01 02:28:00.000,G32,57.613516,111.756847,21020365.175,21020371.155,9.243,9.082,9.455,10.188,-0.733
2025-01-01 02:29:00.000,G03,23.934798,309.268937,22981210.265,22981218.885,13.324,-0.497,13.814,16.475,-2.660
2025-01-01 02:29:00.000,G16,30.541400,213.038721,22510947.348,22510953.258,9.135,-5.027,10.222,15.153,-4.931
2025-01-01 02:29:00.000,G26,63.967620,224.511239,20369828.441,20369834.221,8.934,-6.245,9.946,9.455,0.491
2025-01-01 02:29:00.000,G28,56.234644,16.977557,21110198.526,21110202.046,5.441,7.081,4.951,10.188,-5.237
2025-01-01 02:29:00.000,G29,23.932213,82.602635,23470223.684,23470231.984,12.830,-2.860,13.145,18.358,-5.212
2025-01-01 02:29:00.000,G32,57.272374,112.470819,21034665.310,21034671.440,9.475,9.119,9.492,10.244,-0.752
2025-01-01 02:30:00.000,G03,24.164452,308.871255,22961282.811,22961292.231,14.561,-0.496,13.815,16.441,-2.626
2025-01-01 02:30:00.000,G16,30.982346,213.248231,22471271.307,22471278.167,10.604,-5.156,10.092,15.049,-4.957
2025-01-01 02:30:00.000,G26,64.427170,225.083572,20352087.647,20352093.467,8.996,-6.271,9.920,9.440,0.480
