epoch,sat_count,dual_count,mean_elevation_deg,mean_iono_model_m,mean_dual_iono_m,mean_trop_m,mean_clock_bias_ns,mean_relativity_ns,mean_tgd_ns
2025-01-01 04:02:00.000,6,6,33.282326,18.103926,13.696721,5.556614,-206996.682403,10.016307,-5.277495
2025-01-01 04:03:00.000,6,6,33.315026,18.140747,13.764451,5.598080,-206996.525515,9.926736,-5.277495
2025-01-01 04:04:00.000,7,7,32.207380,18.278379,14.458555,5.633211,-86422.397668,6.602738,-4.323998
2025-01-01 04:05:00.000,6,6,33.375836,18.218422,13.910282,5.691990,-206996.211739,9.745281,-5.277495
2025-01-01 04:06:00.000,7,7,32.201840,18.374673,14.585099,5.731818,-86421.992293,6.451409,-4.323998
2025-01-01 04:07:00.000,7,6,32.196365,18.424887,12.683933,5.786718,-86421.789605,6.374984,-4.323998
2025-01-01 04:08:00.000,7,6,32.189050,18.476484,12.688497,5.845640,-86421.586918,6.298059,-4.323998
2025-01-01 04:09:00.000,6,6,34.815384,17.626198,12.693850,5.480937,-9233.148433,5.643666,-5.199884
2025-01-01 04:10:00.000,6,6,34.872237,17.650177,12.720603,5.523887,-9232.977902,5.576678,-5.199884
2025-01-01 04:11:00.000,6,6,34.926758,17.675452,12.726758,5.570586,-9232.807372,5.509252,-5.199884
2025-01-01 04:12:00.000,6,6,34.978913,17.702028,12.730491,5.621289,-9232.636842,5.441394,-5.199884
2025-01-01 04:13:00.000,5,5,39.925963,15.759758,11.952026,4.200613,99134.450361,5.199061,-4.284084
2025-01-01 04:14:00.000,5,5,46.293201,14.184785,9.144493,3.577281,-72034.829365,2.887066,-7.264316
2025-01-01 04:15:00.000,6,6,42.539687,15.137534,10.698153,3.984117,46142.154870,0.236677,-5.820766
2025-01-01 04:16:00.000,6,6,42.608520,15.139565,10.700501,3.983321,46142.300390,0.162016,-5.820766
2025-01-01 04:17:00.000,6,6,42.674749,15.142571,10.684701,3.983304,46142.445909,0.087335,-5.820766
2025-01-01 04:18:00.000,5,4,44.624934,14.272699,10.344716,3.574252,-60350.434004,-1.184687,-3.818423
2025-01-01 04:19:00.000,5,5,46.911527,14.089660,9.119207,3.520496,-72034.433733,2.408628,-7.264316
2025-01-01 04:20:00.000,7,6,38.204044,16.815484,13.608155,5.329603,104035.709764,2.904878,-4.323998
2025-01-01 04:21:00.000,7,6,38.309939,16.792312,13.509886,5.260103,104035.905630,2.827864,-4.323998
2025-01-01 04:22:00.000,7,6,38.413700,16.770021,13.422751,5.196384,104036.101497,2.750625,-4.323998
2025-01-01 04:23:00.000,7,6,38.515315,16.748621,13.345111,5.137929,104036.297363,2.673165,-4.323998
2025-01-01 04:24:00.000,7,6,38.614774,16.728125,13.263781,5.084292,104036.493230,2.595490,-4.323998
2025-01-01 04:25:00.000,7,6,38.712069,16.708544,13.194826,5.035083,104036.689096,2.517607,-4.323998
2025-01-01 04:26:00.000,7,6,38.807198,16.689888,13.124576,4.989963,104036.884962,2.439522,-4.323998
2025-01-01 04:27:00.000,7,6,38.900160,16.672167,13.053938,4.948633,104037.080829,2.361239,-4.323998
2025-01-01 04:28:00.000,7,6,38.990958,16.655392,12.977513,4.910832,104037.276695,2.282766,-4.323998
2025-01-01 04:29:00.000,6,6,42.278753,15.796072,12.907234,4.518676,15204.823790,4.578301,-5.277495
2025-01-01 04:30:00.000,6,6,42.420331,15.756805,12.846265,4.468081,15204.972720,4.479235,-5.277495
2025-01-01 04:31:00.000,6,6,42.559644,15.718449,12.784362,4.420451,15205.121651,4.379816,-5.277495
2025-01-01 04:32:00.000,7,7,39.332694,16.597926,13.940968,4.790709,104038.060161,1.967087,-4.323998
2025-01-01 04:33:00.000,7,7,39.412833,16.586011,13.928827,4.767598,104038.256028,1.887751,-4.323998
2025-01-01 04:34:00.000,8,7,36.653202,17.409730,13.923174,5.187204,154881.845878,1.953851,-3.667083
2025-01-01 04:35:00.000,8,7,36.766312,17.382277,13.925179,5.149450,154882.133222,1.876819,-3.667083
2025-01-01 04:36:00.000,7,7,39.640863,16.556269,13.935932,4.712806,104038.843627,1.648838,-4.323998
2025-01-01 04:37:00.000,7,7,39.712827,16.548380,13.954949,4.699067,104039.039493,1.568919,-4.323998
2025-01-01 04:38:00.000,7,7,39.782813,16.541514,13.983979,4.687458,104039.235360,1.488871,-4.323998
2025-01-01 04:39:00.000,7,7,39.850850,16.535677,14.013913,4.677914,104039.431226,1.408698,-4.323998
2025-01-01 04:40:00.000,7,7,39.916970,16.530874,14.049961,4.670380,104039.627093,1.328408,-4.323998
2025-01-01 04:41:00.000,7,7,39.981201,16.527110,14.088345,4.664809,104039.822959,1.248005,-4.323998
2025-01-01 04:42:00.000,8,8,37.508065,17.217524,14.414139,4.961635,154884.144630,1.333655,-3.667083
2025-01-01 04:43:00.000,8,8,37.607141,17.198037,14.438470,4.944570,154884.431974,1.255568,-3.667083
2025-01-01 04:44:00.000,8,8,37.704561,17.179591,14.464171,4.929736,154884.719318,1.177375,-3.667083
2025-01-01 04:45:00.000,7,7,40.936289,16.191210,13.054701,4.370123,86005.578337,2.863649,-4.390521
2025-01-01 04:46:00.000,7,7,41.080947,16.150932,13.030126,4.337861,86005.838518,2.765967,-4.390521
2025-01-01 04:47:00.000,7,7,41.223859,16.111716,13.005726,4.307270,86006.098699,2.668063,-4.390521
2025-01-01 04:48:00.000,7,7,41.365039,16.073575,12.981627,4.278283,86006.358880,2.569946,-4.390521
2025-01-01 04:49:00.000,8,7,38.167541,17.103248,12.960012,4.887578,154886.156037,0.785048,-3.667083
2025-01-01 04:50:00.000,8,7,38.255446,17.091205,12.944795,4.885361,154886.443381,0.706351,-3.667083
2025-01-01 04:51:00.000,8,7,38.341826,17.080251,12.935779,4.885185,154886.730725,0.627592,-3.667083
2025-01-01 04:52:00.000,8,7,38.426694,17.070391,12.922016,4.887049,154887.018069,0.548776,-3.667083
2025-01-01 04:53:00.000,8,7,38.510063,17.061630,12.908564,4.890958,154887.305413,0.469909,-3.667083
2025-01-01 04:54:00.000,8,7,38.591944,17.053971,12.901533,4.896925,154887.592757,0.390998,-3.667083
2025-01-01 04:55:00.000,8,7,38.672344,17.047418,12.903976,4.904970,154887.880100,0.312048,-3.667083
2025-01-01 04:56:00.000,8,7,38.751272,17.041975,12.910109,4.915116,154888.167444,0.233065,-3.667083
2025-01-01 04:57:00.000,8,7,38.828733,17.037644,12.918303,4.927398,154888.454788,0.154057,-3.667083
2025-01-01 04:58:00.000,7,7,42.683898,15.753329,12.929124,4.065205,86008.960690,1.578713,-4.390521
2025-01-01 04:59:00.000,7,7,42.806595,15.727600,12.942030,4.050701,86009.220871,1.478751,-4.390521
2025-01-01 05:00:00.000,7,7,42.927615,15.703042,12.957033,4.037315,86009.342549,1.378683,-4.390521
2025-01-01 05:01:00.000,7,7,43.046951,15.679662,12.980378,4.025026,86009.736815,1.278627,-4.390521
2025-01-01 05:02:00.000,7,7,43.164593,15.657465,12.996086,4.013815,86009.996996,1.178308,-4.390521
2025-01-01 05:03:00.000,7,7,43.280529,15.636455,13.016333,4.003666,86010.257177,1.077890,-4.390521
2025-01-01 05:04:00.000,7,7,43.394746,15.616637,13.046439,3.994564,86010.517358,0.977383,-4.390521
2025-01-01 05:05:00.000,7,7,43.507227,15.598016,13.082826,3.986497,86010.777539,0.876792,-4.390521
2025-01-01 05:06:00.000,7,7,43.617955,15.580594,13.120533,3.979453,86011.037720,0.776126,-4.390521
2025-01-01 05:07:00.000,7,7,43.726910,15.564377,13.154574,3.973426,86011.297901,0.675394,-4.390521
2025-01-01 05:08:00.000,7,7,43.834070,15.549366,13.189314,3.968408,86011.558082,0.574602,-4.390521
2025-01-01 05:09:00.000,7,7,43.939412,15.535565,13.239765,3.964394,86011.818263,0.473758,-4.390521
2025-01-01 05:10:00.000,7,7,44.042911,15.522976,13.289215,3.961383,86012.078444,0.372871,-4.390521
2025-01-01 05:11:00.000,7,7,44.144538,15.511601,13.339524,3.959373,86012.338625,0.271947,-4.390521
2025-01-01 05:12:00.000,7,7,44.244266,15.501442,13.388926,3.958366,86012.598806,0.170996,-4.390521
2025-01-01 05:13:00.000,7,7,44.342063,15.492502,13.441401,3.958365,86012.858987,0.070025,-4.390521
2025-01-01 05:14:00.000,7,7,44.437897,15.484781,13.503043,3.959375,86013.119167,-0.030959,-4.390521
2025-01-01 05:15:00.000,7,7,44.531732,15.478280,13.570497,3.961403,86013.379348,-0.131948,-4.390521
2025-01-01 05:16:00.000,7,7,44.623533,15.473000,13.642650,3.964459,86013.639529,-0.232933,-4.390521
2025-01-01 05:17:00.000,7,7,44.713262,15.468941,13.719515,3.968555,86013.899710,-0.333906,-4.390521
2025-01-01 05:18:00.000,8,7,44.162146,15.487262,13.801220,3.944476,71437.621712,-3.023545,-3.026798
2025-01-01 05:19:00.000,8,7,44.196913,15.497651,13.902519,3.953093,71437.738526,-3.119961,-3.026798
2025-01-01 05:20:00.000,7,7,44.969607,15.464094,14.007200,3.987228,86014.680253,-0.636682,-4.390521
2025-01-01 05:21:00.000,7,7,45.050630,15.464921,14.120176,3.995644,86014.940434,-0.737533,-4.390521
2025-01-01 05:22:00.000,8,7,44.290355,15.535690,14.245085,3.985018,71438.088967,-3.407767,-3.026798
2025-01-01 05:23:00.000,8,7,44.317742,15.550654,14.380027,3.997758,71438.205781,-3.503197,-3.026798
2025-01-01 05:24:00.000,8,7,44.343174,15.566758,14.525729,4.011590,71438.322594,-3.598362,-3.026798
2025-01-01 05:25:00.000,8,7,44.366602,15.583998,14.684697,4.026546,71438.439408,-3.693255,-3.026798
2025-01-01 05:26:00.000,7,7,45.420354,15.487324,14.843412,4.055322,86016.241338,-1.240872,-4.390521
2025-01-01 05:27:00.000,7,6,45.486840,15.495448,10.779729,4.071015,86016.501519,-1.341302,-4.390521
2025-01-01 05:28:00.000,8,7,44.424350,15.642518,11.199326,4.078507,71438.789849,-3.976225,-3.026798
2025-01-01 05:29:00.000,8,7,44.439236,15.664281,11.202411,4.098328,71438.906663,-4.069955,-3.026798
2025-01-01 05:30:00.000,8,7,44.451839,15.687167,11.203685,4.119479,71439.023477,-4.163376,-3.026798
2025-01-01 05:31:00.000,8,7,44.462096,15.711173,11.204645,4.142014,71439.140290,-4.256481,-3.026798
2025-01-01 05:32:00.000,8,7,44.469937,15.736295,11.207744,4.165993,71439.257104,-4.349263,-3.026798
2025-01-01 05:33:00.000,8,7,44.475289,15.762530,11.212072,4.191482,71439.373918,-4.441714,-3.026798
2025-01-01 05:34:00.000,8,7,44.478075,15.789874,11.218462,4.218553,71439.490731,-4.533828,-3.026798
2025-01-01 05:35:00.000,8,7,44.478211,15.818322,11.224906,4.247287,71439.607545,-4.625596,-3.026798
2025-01-01 05:36:00.000,8,7,44.475608,15.847871,11.234408,4.277771,71439.724359,-4.717013,-3.026798
2025-01-01 05:37:00.000,8,7,44.470172,15.878515,11.243163,4.310103,71439.841172,-4.808071,-3.026798
2025-01-01 05:38:00.000,8,7,44.461800,15.910252,11.255907,4.344390,71439.957986,-4.898764,-3.026798
2025-01-01 05:39:00.000,8,7,44.450383,15.943076,11.269498,4.380750,71440.074800,-4.989083,-3.026798
2025-01-01 05:40:00.000,8,7,44.435804,15.976982,11.282028,4.419316,71440.191613,-5.079022,-3.026798
2025-01-01 05:41:00.000,8,7,44.417936,16.011966,11.287310,4.460234,71440.308427,-5.168574,-3.026798
2025-01-01 05:42:00.000,8,7,44.396645,16.048022,11.299769,4.503667,71440.425241,-5.257732,-3.026798
2025-01-01 05:43:00.000,8,7,44.371787,16.085145,11.303658,4.549798,71440.542054,-5.346489,-3.026798
2025-01-01 05:44:00.000,8,7,44.343208,16.123331,11.303979,4.598830,71440.658868,-5.434838,-3.026798
2025-01-01 05:45:00.000,7,7,49.153728,14.393730,11.306217,3.427038,156477.733859,-6.175026,-2.128737
2025-01-01 05:46:00.000,7,7,49.156148,14.412846,11.311985,3.433380,156477.954087,-6.275490,-2.128737
2025-01-01 05:47:00.000,7,7,49.153817,14.433004,11.314443,3.440188,156478.174315,-6.375475,-2.128737
2025-01-01 05:48:00.000,6,6,48.865705,14.662473,10.778270,3.508587,107318.869400,-8.875063,-3.259629
2025-01-01 05:49:00.000,6,6,48.767617,14.702072,10.808973,3.521243,107319.043341,-8.957923,-3.259629
2025-01-01 05:50:00.000,7,6,43.640214,16.404198,10.833204,4.490829,89974.123076,-7.401892,-4.323998
2025-01-01 05:51:00.000,7,6,43.590975,16.416391,10.863195,4.469149,89974.278015,-7.418739,-4.323998
2025-01-01 05:52:00.000,6,6,48.434374,14.826377,10.897781,3.562045,107319.565164,-9.202354,-3.259629
2025-01-01 05:53:00.000,6,6,48.309589,14.869641,10.935361,3.576611,107319.739105,-9.282427,-3.259629
2025-01-01 05:54:00.000,6,6,48.177651,14.913818,10.979369,3.591671,107319.913046,-9.361787,-3.259629
2025-01-01 05:55:00.000,7,6,43.335929,16.472725,11.017434,4.399949,89974.897772,-7.480403,-4.323998
2025-01-01 05:56:00.000,7,6,43.257021,16.488721,11.060851,4.386673,89975.052711,-7.494380,-4.323998
2025-01-01 05:57:00.000,6,6,47.737832,15.051813,11.104483,3.639897,107320.434869,-9.595533,-3.259629
2025-01-01 05:58:00.000,6,6,47.576418,15.099630,11.148495,3.657016,107320.608810,-9.671983,-3.259629
2025-01-01 05:59:00.000,6,6,47.407653,15.148358,11.193986,3.674672,107320.782751,-9.747691,-3.259629
2025-01-01 06:00:00.000,6,6,47.231643,15.197995,11.242092,3.692874,107320.956692,-9.822650,-3.259629
2025-01-01 06:01:00.000,7,6,48.523973,14.822900,11.288394,3.586526,156481.371582,-7.720702,-2.128737
2025-01-01 06:02:00.000,7,6,48.433267,14.858343,11.344783,3.600836,156481.591810,-7.812594,-2.128737
2025-01-01 06:03:00.000,7,6,48.336845,14.894789,11.403883,3.615698,156481.812038,-7.903887,-2.128737
2025-01-01 06:04:00.000,7,6,48.234913,14.932238,11.465159,3.631122,156482.032266,-7.994575,-2.128737
2025-01-01 06:05:00.000,6,5,51.855490,14.026873,10.654048,3.339043,187669.265089,-5.703831,-3.570070
2025-01-01 06:06:00.000,5,5,50.143757,14.468008,10.725571,3.466897,134914.542372,-7.836719,-5.215406
2025-01-01 06:07:00.000,6,5,44.798815,16.025392,10.805800,4.117071,110079.815978,-5.155002,-6.131207
2025-01-01 06:08:00.000,6,6,44.675066,16.035839,11.097224,4.110011,110080.144533,-5.166188,-6.131207
2025-01-01 06:09:00.000,5,5,49.493741,14.602969,10.969117,3.515313,134915.700613,-8.095298,-5.215406
2025-01-01 06:10:00.000,6,6,44.412896,16.059543,11.282056,4.099249,110080.801643,-5.187344,-6.131207
2025-01-01 06:11:00.000,5,5,49.030373,14.698210,11.133618,3.550464,134916.472774,-8.264576,-5.215406
2025-01-01 06:12:00.000,6,6,44.132900,16.087046,11.344909,4.092849,110081.458752,-5.206871,-6.131207
2025-01-01 06:13:00.000,6,6,43.986823,16.102243,11.386387,4.091250,110081.787307,-5.216021,-6.131207
2025-01-01 06:14:00.000,6,6,43.836990,16.118414,11.437021,4.090705,110082.115862,-5.224761,-6.131207
2025-01-01 06:15:00.000,6,6,43.683605,16.135567,11.495661,4.091206,110082.444417,-5.233089,-6.131207
2025-01-01 06:16:00.000,6,6,43.526861,16.153711,11.565157,4.092747,110082.772972,-5.241005,-6.131207
2025-01-01 06:17:00.000,6,6,43.366934,16.172853,11.636128,4.095326,110083.101526,-5.248507,-6.131207
2025-01-01 06:18:00.000,6,6,43.203992,16.193000,11.717466,4.098940,110083.430081,-5.255596,-6.131207
2025-01-01 06:19:00.000,6,6,43.038189,16.214161,11.801178,4.103589,110083.758636,-5.262269,-6.131207
2025-01-01 06:20:00.000,6,6,42.869670,16.236344,11.898729,4.109277,110084.087191,-5.268526,-6.131207
2025-01-01 06:21:00.000,6,6,42.698570,16.259554,11.997426,4.116006,110084.415746,-5.274366,-6.131207
2025-01-01 06:22:00.000,6,6,42.525013,16.283800,12.103989,4.123785,110084.744300,-5.279789,-6.131207
2025-01-01 06:23:00.000,6,6,42.349118,16.309088,12.215142,4.132621,110085.072855,-5.284794,-6.131207
2025-01-01 06:24:00.000,6,6,42.170993,16.335426,12.328897,4.142526,110085.401410,-5.289380,-6.131207
2025-01-01 06:25:00.000,6,6,41.990743,16.362819,12.447390,4.153510,110085.729965,-5.293546,-6.131207
2025-01-01 06:26:00.000,7,7,38.714207,17.353830,13.427501,4.561079,89979.700880,-7.640537,-4.323998
2025-01-01 06:27:00.000,7,7,38.519147,17.396454,13.552531,4.584809,89979.855819,-7.636204,-4.323998
2025-01-01 06:28:00.000,7,7,38.322581,17.440023,13.691839,4.609818,89980.010758,-7.631274,-4.323998
2025-01-01 06:29:00.000,7,7,38.124577,17.484540,13.837879,4.636138,89980.165697,-7.625748,-4.323998
2025-01-01 06:30:00.000,7,7,37.925200,17.530011,13.986147,4.663802,89980.320636,-7.619627,-4.323998
2025-01-01 06:31:00.000,7,7,37.724513,17.576438,14.138863,4.692848,89980.475575,-7.612911,-4.323998
2025-01-01 06:32:00.000,7,7,37.522572,17.623825,14.297033,4.723315,89980.630514,-7.605599,-4.323998
2025-01-01 06:33:00.000,7,7,37.319433,17.672175,14.460014,4.755248,89980.785453,-7.597693,-4.323998
2025-01-01 06:34:00.000,7,7,37.115150,17.721491,14.620478,4.788694,89980.940392,-7.589192,-4.323998
2025-01-01 06:35:00.000,7,7,36.909773,17.771775,14.795282,4.823705,89981.095331,-7.580098,-4.323998
2025-01-01 06:36:00.000,7,7,36.703351,17.823030,14.981561,4.860337,89981.250269,-7.570410,-4.323998
2025-01-01 06:37:00.000,6,6,35.137668,18.436912,15.693911,5.148610,20805.781203,-9.103925,-4.268562
2025-01-01 06:38:00.000,6,6,34.957924,18.484758,15.914550,5.191506,20805.901711,-9.080686,-4.268562
2025-01-01 06:39:00.000,6,5,34.777418,18.533477,11.296814,5.236429,20806.022219,-9.056737,-4.268562
2025-01-01 06:40:00.000,6,5,34.596184,18.583070,11.319067,5.283466,20806.142727,-9.032077,-4.268562
2025-01-01 06:41:00.000,6,5,34.414251,18.633539,11.340295,5.332715,20806.263235,-9.006711,-4.268562
2025-01-01 06:42:00.000,6,5,34.231651,18.684883,11.366852,5.384279,20806.383743,-8.980638,-4.268562
2025-01-01 06:43:00.000,6,5,34.048412,18.737103,11.397831,5.438274,20806.504252,-8.953862,-4.268562
2025-01-01 06:44:00.000,6,6,33.097394,19.217824,16.021365,6.166645,10862.692219,-8.674082,-4.967054
2025-01-01 06:45:00.000,6,6,33.034318,19.204247,16.200069,6.111664,10862.894582,-8.730666,-4.967054
2025-01-01 06:46:00.000,6,6,32.971051,19.191382,16.378725,6.063057,10863.096945,-8.786553,-4.967054
2025-01-01 06:47:00.000,6,6,32.907615,19.179243,16.561871,6.020363,10863.299307,-8.841740,-4.967054
2025-01-01 06:48:00.000,6,5,32.844029,19.167843,11.588163,5.983185,10863.501670,-8.896221,-4.967054
2025-01-01 06:49:00.000,6,5,32.780317,19.157193,11.626773,5.951180,10863.704033,-8.949993,-4.967054
2025-01-01 06:50:00.000,6,5,32.716496,19.147306,11.671565,5.924054,10863.906396,-9.003051,-4.967054
2025-01-01 06:51:00.000,6,5,32.652588,19.138193,11.713847,5.901551,10864.108758,-9.055390,-4.967054
2025-01-01 06:52:00.000,6,5,32.588611,19.129865,11.760737,5.883458,10864.311121,-9.107007,-4.967054
2025-01-01 06:53:00.000,6,5,32.524583,19.122331,11.799276,5.869588,10864.513484,-9.157897,-4.967054
2025-01-01 06:54:00.000,6,5,32.460522,19.115601,11.839009,5.859788,10864.715847,-9.208057,-4.967054
2025-01-01 06:55:00.000,6,5,32.396446,19.109685,11.886142,5.853931,10864.918209,-9.257481,-4.967054
2025-01-01 06:56:00.000,6,5,32.332371,19.104592,11.931880,5.851912,10865.120572,-9.306167,-4.967054
2025-01-01 06:57:00.000,6,5,32.268314,19.100329,11.984499,5.853651,10865.322935,-9.354110,-4.967054
2025-01-01 06:58:00.000,6,5,32.204291,19.096906,12.041881,5.859088,10865.525298,-9.401306,-4.967054
2025-01-01 06:59:00.000,5,4,36.205712,17.476356,9.194195,4.708466,19176.414773,-7.497227,-7.264316
2025-01-01 07:00:00.000,6,4,32.076406,19.092606,9.199064,5.880921,10866.118288,-9.493433,-4.967054
2025-01-01 07:01:00.000,7,5,28.873154,20.398728,15.932191,7.012675,10680.450055,-8.209769,-4.457044
2025-01-01 07:02:00.000,7,4,28.869776,20.367801,9.244765,6.962976,10680.933387,-8.248158,-4.457044
2025-01-01 07:03:00.000,7,4,28.866744,20.337621,9.268170,6.920630,10681.416719,-8.285890,-4.457044
2025-01-01 07:04:00.000,7,4,28.864068,20.308202,9.287458,6.885308,10681.900052,-8.322960,-4.457044
2025-01-01 07:05:00.000,7,4,28.861758,20.279555,9.310520,6.856744,10682.383384,-8.359366,-4.457044
2025-01-01 07:06:00.000,7,4,28.859823,20.251693,9.340297,6.834729,10682.866716,-8.395105,-4.457044
2025-01-01 07:07:00.000,6,4,32.026584,18.900552,9.374866,5.628243,17579.668697,-6.777276,-6.286427
2025-01-01 07:08:00.000,6,5,32.066010,18.849475,14.855732,5.558611,17580.380377,-6.836225,-6.286427
2025-01-01 07:09:00.000,6,5,32.105872,18.799375,14.609370,5.493186,17581.092057,-6.894615,-6.286427
2025-01-01 07:10:00.000,6,5,32.146180,18.750264,14.380798,5.431698,17581.803737,-6.952442,-6.286427
2025-01-01 07:11:00.000,6,5,32.186942,18.702157,14.173241,5.373906,17582.515418,-7.009701,-6.286427
2025-01-01 07:12:00.000,6,5,32.228169,18.655063,13.974430,5.319591,17583.227098,-7.066387,-6.286427
2025-01-01 07:13:00.000,6,5,32.269867,18.608996,13.783478,5.268554,17583.938778,-7.122497,-6.286427
2025-01-01 07:14:00.000,6,5,32.312045,18.563966,13.607348,5.220614,17584.650458,-7.178025,-6.286427
2025-01-01 07:15:00.000,6,5,32.354709,18.519984,13.446240,5.175607,17585.362139,-7.232968,-6.286427
2025-01-01 07:16:00.000,6,5,32.397868,18.477060,13.291853,5.133382,17586.073819,-7.287322,-6.286427
2025-01-01 07:17:00.000,6,5,32.441526,18.435202,13.149398,5.093803,17586.785499,-7.341081,-6.286427
2025-01-01 07:18:00.000,6,5,32.485689,18.394420,13.021945,5.056743,17587.497179,-7.394243,-6.286427
2025-01-01 07:19:00.000,6,5,32.530362,18.354722,12.896034,5.022088,17588.208860,-7.446803,-6.286427
2025-01-01 07:20:00.000,6,5,32.575550,18.316117,12.793195,4.989733,17588.920540,-7.498757,-6.286427
2025-01-01 07:21:00.000,6,5,32.621255,18.278611,12.692091,4.959580,17589.632220,-7.550101,-6.286427
2025-01-01 07:22:00.000,6,5,32.667483,18.242211,12.606394,4.931543,17590.343900,-7.600831,-6.286427
2025-01-01 07:23:00.000,6,5,32.714233,18.206924,12.523546,4.905539,17591.055581,-7.650944,-6.286427
2025-01-01 07:24:00.000,6,5,32.761510,18.172755,12.453388,4.881494,17591.767261,-7.700435,-6.286427
2025-01-01 07:25:00.000,6,5,32.809313,18.139710,12.388770,4.859339,17592.478941,-7.749302,-6.286427
2025-01-01 07:26:00.000,6,5,32.857644,18.107793,12.336874,4.839014,17593.190621,-7.797539,-6.286427
2025-01-01 07:27:00.000,6,5,32.906502,18.077010,12.290228,4.820459,17593.902301,-7.845145,-6.286427
2025-01-01 07:28:00.000,6,5,32.955886,18.047364,12.241671,4.803623,17594.613982,-7.892115,-6.286427
2025-01-01 07:29:00.000,6,6,33.005795,18.018859,16.300088,4.788457,17595.325662,-7.938445,-6.286427
2025-01-01 07:30:00.000,6,6,33.056227,17.991497,16.099286,4.774919,17596.037342,-7.984133,-6.286427
2025-01-01 07:31:00.000,6,6,33.107178,17.965281,15.897224,4.762968,17596.749022,-8.029174,-6.286427
2025-01-01 07:32:00.000,6,6,33.158644,17.940214,15.708747,4.752568,17597.460702,-8.073567,-6.286427
2025-01-01 07:33:00.000,6,6,33.210621,17.916297,15.533877,4.743688,17598.172383,-8.117307,-6.286427
2025-01-01 07:34:00.000,6,6,33.263104,17.893531,15.370816,4.736297,17598.884063,-8.160391,-6.286427
2025-01-01 07:35:00.000,6,6,33.316086,17.871916,15.215549,4.730369,17599.595743,-8.202816,-6.286427
2025-01-01 07:36:00.000,6,6,33.369560,17.851454,15.070500,4.725882,17600.307423,-8.244579,-6.286427
2025-01-01 07:37:00.000,6,6,33.423519,17.832144,14.941882,4.722815,17601.019103,-8.285678,-6.286427
2025-01-01 07:38:00.000,6,6,33.477952,17.813986,14.819823,4.721151,17601.730783,-8.326109,-6.286427
2025-01-01 07:39:00.000,7,7,31.574085,18.562643,14.956175,5.052713,-20468.854567,-5.422062,-4.856182
2025-01-01 07:40:00.000,7,7,31.675612,18.520547,14.839142,5.035562,-20468.173420,-5.441733,-4.856182
2025-01-01 07:41:00.000,7,7,31.777588,18.479662,14.724623,5.020241,-20467.492273,-5.460957,-4.856182
2025-01-01 07:42:00.000,7,7,31.879998,18.439988,14.613841,5.006709,-20466.811126,-5.479733,-4.856182
2025-01-01 07:43:00.000,7,7,31.982827,18.401524,14.513701,4.994929,-20466.129979,-5.498060,-4.856182
2025-01-01 07:44:00.000,7,7,32.086060,18.364270,14.424692,4.984871,-20465.448832,-5.515937,-4.856182
2025-01-01 07:45:00.000,7,7,32.189679,18.328225,14.345533,4.976507,-20464.767684,-5.533362,-4.856182
2025-01-01 07:46:00.000,7,7,32.293667,18.293388,14.272852,4.969811,-20464.086537,-5.550336,-4.856182
2025-01-01 07:47:00.000,7,7,32.398004,18.259755,14.205614,4.964763,-20463.405390,-5.566856,-4.856182
2025-01-01 07:48:00.000,7,7,32.502669,18.227325,14.143280,4.961346,-20462.724243,-5.582921,-4.856182
2025-01-01 07:49:00.000,7,7,32.607642,18.196095,14.088469,4.959545,-20462.043096,-5.598532,-4.856182
2025-01-01 07:50:00.000,6,5,38.072236,16.712716,14.741924,4.351891,13118.531879,-2.789202,-5.898376
2025-01-01 07:51:00.000,7,7,32.818415,18.137220,13.997555,4.960750,-20460.680802,-5.628383,-4.856182
2025-01-01 07:52:00.000,7,7,32.924165,18.109568,13.958106,4.963745,-20459.999654,-5.642623,-4.856182
2025-01-01 07:53:00.000,7,7,33.030122,18.083098,13.922587,4.968329,-20459.318507,-5.656403,-4.856182
2025-01-01 07:54:00.000,7,7,33.136256,18.057808,13.887664,4.974506,-20458.637360,-5.669725,-4.856182
2025-01-01 07:55:00.000,7,7,33.242538,18.033690,13.856627,4.982279,-20457.956213,-5.682586,-4.856182
2025-01-01 07:56:00.000,7,7,33.348935,18.010740,13.829789,4.991654,-20457.275066,-5.694987,-4.856182
2025-01-01 07:57:00.000,7,7,33.455414,17.988950,13.798572,5.002643,-20456.593919,-5.706927,-4.856182
2025-01-01 07:58:00.000,7,7,33.561938,17.968315,13.771363,5.015259,-20455.912772,-5.718405,-4.856182
2025-01-01 07:59:00.000,7,7,33.668471,17.948826,13.749848,5.029516,-20455.231625,-5.729421,-4.856182
2025-01-01 08:00:00.000,6,5,41.064691,15.973100,13.871025,4.169579,13125.671421,-3.477805,-5.898376
2025-01-01 08:01:00.000,7,7,33.881404,17.913258,13.703588,5.063040,-20454.023945,-5.750063,-4.856182
2025-01-01 08:02:00.000,7,7,33.987719,17.897163,13.681984,5.082355,-20453.342797,-5.759690,-4.856182
2025-01-01 08:03:00.000,7,7,34.093873,17.882182,13.671854,5.103410,-20452.661650,-5.768852,-4.856182
2025-01-01 08:04:00.000,7,7,34.199819,17.868307,13.657117,5.126237,-20451.980503,-5.777550,-4.856182
2025-01-01 08:05:00.000,7,7,34.305507,17.855526,13.646062,5.150875,-20451.299356,-5.785784,-4.856182
